sl.no,word,mood,score
1152,cronyism,negative,-1
1153,crook,negative,-1
1154,crooked,negative,-1
1155,crooks,negative,-1
1156,crowded,negative,-1
1157,crowdedness,negative,-1
1158,crude,negative,-1
1159,cruel,negative,-1
1160,crueler,negative,-1
1161,cruelest,negative,-1
1162,cruelly,negative,-1
1163,cruelness,negative,-1
1164,cruelties,negative,-1
1165,cruelty,negative,-1
1166,crumble,negative,-1
1167,crumbling,negative,-1
1168,crummy,negative,-1
1169,crumple,negative,-1
1170,crumpled,negative,-1
1171,crumples,negative,-1
1172,crush,negative,-1
1173,crushed,negative,-1
1174,crushing,negative,-1
1175,cry,negative,-1
1176,culpable,negative,-1
1177,culprit,negative,-1
1178,cumbersome,negative,-1
1179,cunt,negative,-1
1180,cunts,negative,-1
1181,cuplrit,negative,-1
1182,cure,positive,1
1183,cure-all,positive,1
1184,curse,negative,-1
1185,cursed,negative,-1
1186,curses,negative,-1
1187,curt,negative,-1
1188,cushy,positive,1
1189,cuss,negative,-1
1190,cussed,negative,-1
1191,cute,positive,1
1192,cuteness,positive,1
1193,cutthroat,negative,-1
1194,cynical,negative,-1
1195,cynicism,negative,-1
1196,d*mn,negative,-1
1197,damage,negative,-1
1198,damaged,negative,-1
1199,damages,negative,-1
1200,damaging,negative,-1
1201,damn,negative,-1
1202,damnable,negative,-1
1203,damnably,negative,-1
1204,damnation,negative,-1
1205,damned,negative,-1
1206,damning,negative,-1
1207,damper,negative,-1
1208,danger,negative,-1
1209,dangerous,negative,-1
1210,dangerousness,negative,-1
1211,danke,positive,1
1212,danken,positive,1
1213,daring,positive,1
1214,daringly,positive,1
1215,dark,negative,-1
1216,darken,negative,-1
1217,darkened,negative,-1
1218,darker,negative,-1
1219,darkness,negative,-1
1220,darling,positive,1
1221,dashing,positive,1
1222,dastard,negative,-1
1223,dastardly,negative,-1
1224,daunt,negative,-1
1225,daunting,negative,-1
1226,dauntingly,negative,-1
1227,dauntless,positive,1
1228,dawdle,negative,-1
1229,dawn,positive,1
1230,daze,negative,-1
1231,dazed,negative,-1
1232,dazzle,positive,1
1233,dazzled,positive,1
1234,dazzling,positive,1
1235,dead,negative,-1
1236,deadbeat,negative,-1
1237,dead-cheap,positive,1
1238,deadlock,negative,-1
1239,deadly,negative,-1
1240,dead-on,positive,1
1241,deadweight,negative,-1
1242,deaf,negative,-1
1243,dearth,negative,-1
1244,death,negative,-1
1245,debacle,negative,-1
1246,debase,negative,-1
1247,debasement,negative,-1
1248,debaser,negative,-1
1249,debatable,negative,-1
1250,debauch,negative,-1
1251,debaucher,negative,-1
1252,debauchery,negative,-1
1253,debilitate,negative,-1
1254,debilitating,negative,-1
1255,debility,negative,-1
1256,debt,negative,-1
1257,debts,negative,-1
1258,decadence,negative,-1
1259,decadent,negative,-1
1260,decay,negative,-1
1261,decayed,negative,-1
1262,deceit,negative,-1
1263,deceitful,negative,-1
1264,deceitfully,negative,-1
1265,deceitfulness,negative,-1
1266,deceive,negative,-1
1267,deceiver,negative,-1
1268,deceivers,negative,-1
1269,deceiving,negative,-1
1270,decency,positive,1
1271,decent,positive,1
1272,deception,negative,-1
1273,deceptive,negative,-1
1274,deceptively,negative,-1
1275,decisive,positive,1
1276,decisiveness,positive,1
1277,declaim,negative,-1
1278,decline,negative,-1
1279,declines,negative,-1
1280,declining,negative,-1
1281,decrement,negative,-1
1282,decrepit,negative,-1
1283,decrepitude,negative,-1
1284,decry,negative,-1
1285,dedicated,positive,1
1286,defamation,negative,-1
1287,defamations,negative,-1
1288,defamatory,negative,-1
1289,defame,negative,-1
1290,defeat,positive,1
1291,defeated,positive,1
1292,defeating,positive,1
1293,defeats,positive,1
1294,defect,negative,-1
1295,defective,negative,-1
1296,defects,negative,-1
1297,defender,positive,1
1298,defensive,negative,-1
1299,deference,positive,1
1300,defiance,negative,-1
1301,defiant,negative,-1
1302,defiantly,negative,-1
1303,deficiencies,negative,-1
1304,deficiency,negative,-1
1305,deficient,negative,-1
1306,defile,negative,-1
1307,defiler,negative,-1
1308,deform,negative,-1
1309,deformed,negative,-1
1310,defrauding,negative,-1
1311,deft,positive,1
1312,defunct,negative,-1
1313,defy,negative,-1
1314,degenerate,negative,-1
1315,degenerately,negative,-1
1316,degeneration,negative,-1
1317,deginified,positive,1
1318,degradation,negative,-1
1319,degrade,negative,-1
1320,degrading,negative,-1
1321,degradingly,negative,-1
1322,dehumanization,negative,-1
1323,dehumanize,negative,-1
1324,deign,negative,-1
1325,deject,negative,-1
1326,dejected,negative,-1
1327,dejectedly,negative,-1
1328,dejection,negative,-1
1329,delay,negative,-1
1330,delayed,negative,-1
1331,delaying,negative,-1
1332,delays,negative,-1
1333,delectable,positive,1
1334,delicacy,positive,1
1335,delicate,positive,1
1336,delicious,positive,1
1337,delight,positive,1
1338,delighted,positive,1
1339,delightful,positive,1
1340,delightfully,positive,1
1341,delightfulness,positive,1
1342,delinquency,negative,-1
1343,delinquent,negative,-1
1344,delirious,negative,-1
1345,delirium,negative,-1
1346,delude,negative,-1
1347,deluded,negative,-1
1348,deluge,negative,-1
1349,delusion,negative,-1
1350,delusional,negative,-1
1351,delusions,negative,-1
1352,demean,negative,-1
1353,demeaning,negative,-1
1354,demise,negative,-1
1355,demolish,negative,-1
1356,demolisher,negative,-1
1357,demon,negative,-1
1358,demonic,negative,-1
1359,demonize,negative,-1
1360,demonized,negative,-1
1361,demonizes,negative,-1
1362,demonizing,negative,-1
1363,demoralize,negative,-1
1364,demoralizing,negative,-1
1365,demoralizingly,negative,-1
1366,denial,negative,-1
1367,denied,negative,-1
1368,denies,negative,-1
1369,denigrate,negative,-1
1370,denounce,negative,-1
1371,dense,negative,-1
1372,dent,negative,-1
1373,dented,negative,-1
1374,dents,negative,-1
1375,denunciate,negative,-1
1376,denunciation,negative,-1
1377,denunciations,negative,-1
1378,deny,negative,-1
1379,denying,negative,-1
1380,dependable,positive,1
1381,dependably,positive,1
1382,deplete,negative,-1
1383,deplorable,negative,-1
1384,deplorably,negative,-1
1385,deplore,negative,-1
1386,deploring,negative,-1
1387,deploringly,negative,-1
1388,deprave,negative,-1
1389,depraved,negative,-1
1390,depravedly,negative,-1
1391,deprecate,negative,-1
1392,depress,negative,-1
1393,depressed,negative,-1
1394,depressing,negative,-1
1395,depressingly,negative,-1
1396,depression,negative,-1
1397,depressions,negative,-1
1398,deprive,negative,-1
1399,deprived,negative,-1
1400,deride,negative,-1
1401,derision,negative,-1
1402,derisive,negative,-1
1403,derisively,negative,-1
1404,derisiveness,negative,-1
1405,derogatory,negative,-1
1406,desecrate,negative,-1
1407,desert,negative,-1
1408,desertion,negative,-1
1409,deservedly,positive,1
1410,deserving,positive,1
1411,desiccate,negative,-1
1412,desiccated,negative,-1
1413,desirable,positive,1
1414,desiring,positive,1
1415,desirous,positive,1
1416,desititute,negative,-1
1417,desolate,negative,-1
1418,desolately,negative,-1
1419,desolation,negative,-1
1420,despair,negative,-1
1421,despairing,negative,-1
1422,despairingly,negative,-1
1423,desperate,negative,-1
1424,desperately,negative,-1
1425,desperation,negative,-1
1426,despicable,negative,-1
1427,despicably,negative,-1
1428,despise,negative,-1
1429,despised,negative,-1
1430,despoil,negative,-1
1431,despoiler,negative,-1
1432,despondence,negative,-1
1433,despondency,negative,-1
1434,despondent,negative,-1
1435,despondently,negative,-1
1436,despot,negative,-1
1437,despotic,negative,-1
1438,despotism,negative,-1
1439,destabilisation,negative,-1
1440,destains,negative,-1
1441,destiny,positive,1
1442,destitute,negative,-1
1443,destitution,negative,-1
1444,destroy,negative,-1
1445,destroyer,negative,-1
1446,destruction,negative,-1
1447,destructive,negative,-1
1448,desultory,negative,-1
1449,detachable,positive,1
1450,deter,negative,-1
1451,deteriorate,negative,-1
1452,deteriorating,negative,-1
1453,deterioration,negative,-1
1454,deterrent,negative,-1
1455,detest,negative,-1
1456,detestable,negative,-1
1457,detestably,negative,-1
1458,detested,negative,-1
1459,detesting,negative,-1
1460,detests,negative,-1
1461,detract,negative,-1
1462,detracted,negative,-1
1463,detracting,negative,-1
1464,detraction,negative,-1
1465,detracts,negative,-1
1466,detriment,negative,-1
1467,detrimental,negative,-1
1468,devastate,negative,-1
1469,devastated,negative,-1
1470,devastates,negative,-1
1471,devastating,negative,-1
1472,devastatingly,negative,-1
1473,devastation,negative,-1
1474,deviate,negative,-1
1475,deviation,negative,-1
1476,devil,negative,-1
1477,devilish,negative,-1
1478,devilishly,negative,-1
1479,devilment,negative,-1
1480,devilry,negative,-1
1481,devious,negative,-1
1482,deviously,negative,-1
1483,deviousness,negative,-1
1484,devoid,negative,-1
1485,devout,positive,1
1486,dexterous,positive,1
1487,dexterously,positive,1
1488,dextrous,positive,1
1489,diabolic,negative,-1
1490,diabolical,negative,-1
1491,diabolically,negative,-1
1492,diametrically,negative,-1
1493,diappointed,negative,-1
1494,diatribe,negative,-1
1495,diatribes,negative,-1
1496,dick,negative,-1
1497,dictator,negative,-1
1498,dictatorial,negative,-1
1499,die,negative,-1
1500,died,negative,-1
1501,die-hard,negative,-1
1502,dies,negative,-1
1503,difficult,negative,-1
1504,difficulties,negative,-1
1505,difficulty,negative,-1
1506,diffidence,negative,-1
1507,dignified,positive,1
1508,dignify,positive,1
1509,dignity,positive,1
1510,dilapidated,negative,-1
1511,dilemma,negative,-1
1512,diligence,positive,1
1513,diligent,positive,1
1514,diligently,positive,1
1515,dilly-dally,negative,-1
1516,dim,negative,-1
1517,dimmer,negative,-1
1518,din,negative,-1
1519,ding,negative,-1
1520,dings,negative,-1
1521,dinky,negative,-1
1522,diplomatic,positive,1
1523,dire,negative,-1
1524,direly,negative,-1
1525,direness,negative,-1
1526,dirt,negative,-1
1527,dirtbag,negative,-1
1528,dirtbags,negative,-1
1529,dirt-cheap,positive,1
1530,dirts,negative,-1
1531,dirty,negative,-1
1532,disable,negative,-1
1533,disabled,negative,-1
1534,disaccord,negative,-1
1535,disadvantage,negative,-1
1536,disadvantaged,negative,-1
1537,disadvantageous,negative,-1
1538,disadvantages,negative,-1
1539,disaffect,negative,-1
1540,disaffected,negative,-1
1541,disaffirm,negative,-1
1542,disagree,negative,-1
1543,disagreeable,negative,-1
1544,disagreeably,negative,-1
1545,disagreed,negative,-1
1546,disagreeing,negative,-1
1547,disagreement,negative,-1
1548,disagrees,negative,-1
1549,disallow,negative,-1
1550,disapointed,negative,-1
1551,disapointing,negative,-1
1552,disapointment,negative,-1
1553,disappoint,negative,-1
1554,disappointed,negative,-1
1555,disappointing,negative,-1
1556,disappointingly,negative,-1
1557,disappointment,negative,-1
1558,disappointments,negative,-1
1559,disappoints,negative,-1
1560,disapprobation,negative,-1
1561,disapproval,negative,-1
1562,disapprove,negative,-1
1563,disapproving,negative,-1
1564,disarm,negative,-1
1565,disarray,negative,-1
1566,disaster,negative,-1
1567,disasterous,negative,-1
1568,disastrous,negative,-1
1569,disastrously,negative,-1
1570,disavow,negative,-1
1571,disavowal,negative,-1
1572,disbelief,negative,-1
1573,disbelieve,negative,-1
1574,disbeliever,negative,-1
1575,disclaim,negative,-1
1576,discombobulate,negative,-1
1577,discomfit,negative,-1
1578,discomfititure,negative,-1
1579,discomfort,negative,-1
1580,discompose,negative,-1
1581,disconcert,negative,-1
1582,disconcerted,negative,-1
1583,disconcerting,negative,-1
1584,disconcertingly,negative,-1
1585,disconsolate,negative,-1
1586,disconsolately,negative,-1
1587,disconsolation,negative,-1
1588,discontent,negative,-1
1589,discontented,negative,-1
1590,discontentedly,negative,-1
1591,discontinued,negative,-1
1592,discontinuity,negative,-1
1593,discontinuous,negative,-1
1594,discord,negative,-1
1595,discordance,negative,-1
1596,discordant,negative,-1
1597,discountenance,negative,-1
1598,discourage,negative,-1
1599,discouragement,negative,-1
1600,discouraging,negative,-1
1601,discouragingly,negative,-1
1602,discourteous,negative,-1
1603,discourteously,negative,-1
1604,discoutinous,negative,-1
1605,discredit,negative,-1
1606,discrepant,negative,-1
1607,discriminate,negative,-1
1608,discrimination,negative,-1
1609,discriminatory,negative,-1
1610,disdain,negative,-1
1611,disdained,negative,-1
1612,disdainful,negative,-1
1613,disdainfully,negative,-1
1614,disfavor,negative,-1
1615,disgrace,negative,-1
1616,disgraced,negative,-1
1617,disgraceful,negative,-1
1618,disgracefully,negative,-1
1619,disgruntle,negative,-1
1620,disgruntled,negative,-1
1621,disgust,negative,-1
1622,disgusted,negative,-1
1623,disgustedly,negative,-1
1624,disgustful,negative,-1
1625,disgustfully,negative,-1
1626,disgusting,negative,-1
1627,disgustingly,negative,-1
1628,dishearten,negative,-1
1629,disheartening,negative,-1
1630,dishearteningly,negative,-1
1631,dishonest,negative,-1
1632,dishonestly,negative,-1
1633,dishonesty,negative,-1
1634,dishonor,negative,-1
1635,dishonorable,negative,-1
1636,dishonorablely,negative,-1
1637,disillusion,negative,-1
1638,disillusioned,negative,-1
1639,disillusionment,negative,-1
1640,disillusions,negative,-1
1641,disinclination,negative,-1
1642,disinclined,negative,-1
1643,disingenuous,negative,-1
1644,disingenuously,negative,-1
1645,disintegrate,negative,-1
1646,disintegrated,negative,-1
1647,disintegrates,negative,-1
1648,disintegration,negative,-1
1649,disinterest,negative,-1
1650,disinterested,negative,-1
1651,dislike,negative,-1
1652,disliked,negative,-1
1653,dislikes,negative,-1
1654,disliking,negative,-1
1655,dislocated,negative,-1
1656,disloyal,negative,-1
1657,disloyalty,negative,-1
1658,dismal,negative,-1
1659,dismally,negative,-1
1660,dismalness,negative,-1
1661,dismay,negative,-1
1662,dismayed,negative,-1
1663,dismaying,negative,-1
1664,dismayingly,negative,-1
1665,dismissive,negative,-1
1666,dismissively,negative,-1
1667,disobedience,negative,-1
1668,disobedient,negative,-1
1669,disobey,negative,-1
1670,disoobedient,negative,-1
1671,disorder,negative,-1
1672,disordered,negative,-1
1673,disorderly,negative,-1
1674,disorganized,negative,-1
1675,disorient,negative,-1
1676,disoriented,negative,-1
1677,disown,negative,-1
1678,disparage,negative,-1
1679,disparaging,negative,-1
1680,disparagingly,negative,-1
1681,dispensable,negative,-1
1682,dispirit,negative,-1
1683,dispirited,negative,-1
1684,dispiritedly,negative,-1
1685,dispiriting,negative,-1
1686,displace,negative,-1
1687,displaced,negative,-1
1688,displease,negative,-1
1689,displeased,negative,-1
1690,displeasing,negative,-1
