sl.no,word,mood,score
3392,influential,positive,1
3393,infraction,negative,-1
3394,infringe,negative,-1
3395,infringement,negative,-1
3396,infringements,negative,-1
3397,infuriate,negative,-1
3398,infuriated,negative,-1
3399,infuriating,negative,-1
3400,infuriatingly,negative,-1
3401,ingenious,positive,1
3402,ingeniously,positive,1
3403,ingenuity,positive,1
3404,ingenuous,positive,1
3405,ingenuously,positive,1
3406,inglorious,negative,-1
3407,ingrate,negative,-1
3408,ingratitude,negative,-1
3409,inhibit,negative,-1
3410,inhibition,negative,-1
3411,inhospitable,negative,-1
3412,inhospitality,negative,-1
3413,inhuman,negative,-1
3414,inhumane,negative,-1
3415,inhumanity,negative,-1
3416,inimical,negative,-1
3417,inimically,negative,-1
3418,iniquitous,negative,-1
3419,iniquity,negative,-1
3420,injudicious,negative,-1
3421,injure,negative,-1
3422,injurious,negative,-1
3423,injury,negative,-1
3424,injustice,negative,-1
3425,injustices,negative,-1
3426,innocuous,positive,1
3427,innovation,positive,1
3428,innovative,positive,1
3429,innuendo,negative,-1
3430,inoperable,negative,-1
3431,inopportune,negative,-1
3432,inordinate,negative,-1
3433,inordinately,negative,-1
3434,inpressed,positive,1
3435,insane,negative,-1
3436,insanely,negative,-1
3437,insanity,negative,-1
3438,insatiable,negative,-1
3439,insecure,negative,-1
3440,insecurity,negative,-1
3441,insensible,negative,-1
3442,insensitive,negative,-1
3443,insensitively,negative,-1
3444,insensitivity,negative,-1
3445,insidious,negative,-1
3446,insidiously,negative,-1
3447,insightful,positive,1
3448,insightfully,positive,1
3449,insignificance,negative,-1
3450,insignificant,negative,-1
3451,insignificantly,negative,-1
3452,insincere,negative,-1
3453,insincerely,negative,-1
3454,insincerity,negative,-1
3455,insinuate,negative,-1
3456,insinuating,negative,-1
3457,insinuation,negative,-1
3458,insociable,negative,-1
3459,insolence,negative,-1
3460,insolent,negative,-1
3461,insolently,negative,-1
3462,insolvent,negative,-1
3463,insouciance,negative,-1
3464,inspiration,positive,1
3465,inspirational,positive,1
3466,inspire,positive,1
3467,inspiring,positive,1
3468,instability,negative,-1
3469,instable,negative,-1
3470,instantly,positive,1
3471,instigate,negative,-1
3472,instigator,negative,-1
3473,instigators,negative,-1
3474,instructive,positive,1
3475,instrumental,positive,1
3476,insubordinate,negative,-1
3477,insubstantial,negative,-1
3478,insubstantially,negative,-1
3479,insufferable,negative,-1
3480,insufferably,negative,-1
3481,insufficiency,negative,-1
3482,insufficient,negative,-1
3483,insufficiently,negative,-1
3484,insular,negative,-1
3485,insult,negative,-1
3486,insulted,negative,-1
3487,insulting,negative,-1
3488,insultingly,negative,-1
3489,insults,negative,-1
3490,insupportable,negative,-1
3491,insupportably,negative,-1
3492,insurmountable,negative,-1
3493,insurmountably,negative,-1
3494,insurrection,negative,-1
3495,intefere,negative,-1
3496,inteferes,negative,-1
3497,integral,positive,1
3498,integrated,positive,1
3499,intelligence,positive,1
3500,intelligent,positive,1
3501,intelligible,positive,1
3502,intense,negative,-1
3503,interesting,positive,1
3504,interests,positive,1
3505,interfere,negative,-1
3506,interference,negative,-1
3507,interferes,negative,-1
3508,intermittent,negative,-1
3509,interrupt,negative,-1
3510,interruption,negative,-1
3511,interruptions,negative,-1
3512,intimacy,positive,1
3513,intimate,positive,1
3514,intimidate,negative,-1
3515,intimidating,negative,-1
3516,intimidatingly,negative,-1
3517,intimidation,negative,-1
3518,intolerable,negative,-1
3519,intolerablely,negative,-1
3520,intolerance,negative,-1
3521,intoxicate,negative,-1
3522,intractable,negative,-1
3523,intransigence,negative,-1
3524,intransigent,negative,-1
3525,intricate,positive,1
3526,intrigue,positive,1
3527,intriguing,positive,1
3528,intriguingly,positive,1
3529,intrude,negative,-1
3530,intrusion,negative,-1
3531,intrusive,negative,-1
3532,intuitive,positive,1
3533,inundate,negative,-1
3534,inundated,negative,-1
3535,invader,negative,-1
3536,invalid,negative,-1
3537,invalidate,negative,-1
3538,invalidity,negative,-1
3539,invaluable,positive,1
3540,invaluablely,positive,1
3541,invasive,negative,-1
3542,invective,negative,-1
3543,inveigle,negative,-1
3544,inventive,positive,1
3545,invidious,negative,-1
3546,invidiously,negative,-1
3547,invidiousness,negative,-1
3548,invigorate,positive,1
3549,invigorating,positive,1
3550,invincibility,positive,1
3551,invincible,positive,1
3552,inviolable,positive,1
3553,inviolate,positive,1
3554,invisible,negative,-1
3555,involuntarily,negative,-1
3556,involuntary,negative,-1
3557,invulnerable,positive,1
3558,irascible,negative,-1
3559,irate,negative,-1
3560,irately,negative,-1
3561,ire,negative,-1
3562,irk,negative,-1
3563,irked,negative,-1
3564,irking,negative,-1
3565,irks,negative,-1
3566,irksome,negative,-1
3567,irksomely,negative,-1
3568,irksomeness,negative,-1
3569,irksomenesses,negative,-1
3570,ironic,negative,-1
3571,ironical,negative,-1
3572,ironically,negative,-1
3573,ironies,negative,-1
3574,irony,negative,-1
3575,irragularity,negative,-1
3576,irrational,negative,-1
3577,irrationalities,negative,-1
3578,irrationality,negative,-1
3579,irrationally,negative,-1
3580,irrationals,negative,-1
3581,irreconcilable,negative,-1
3582,irrecoverable,negative,-1
3583,irrecoverableness,negative,-1
3584,irrecoverablenesses,negative,-1
3585,irrecoverably,negative,-1
3586,irredeemable,negative,-1
3587,irredeemably,negative,-1
3588,irreformable,negative,-1
3589,irregular,negative,-1
3590,irregularity,negative,-1
3591,irrelevance,negative,-1
3592,irrelevant,negative,-1
3593,irreparable,negative,-1
3594,irreplaceable,positive,1
3595,irreplacible,negative,-1
3596,irrepressible,negative,-1
3597,irreproachable,positive,1
3598,irresistible,positive,1
3599,irresistibly,positive,1
3600,irresolute,negative,-1
3601,irresolvable,negative,-1
3602,irresponsible,negative,-1
3603,irresponsibly,negative,-1
3604,irretating,negative,-1
3605,irretrievable,negative,-1
3606,irreversible,negative,-1
3607,irritable,negative,-1
3608,irritably,negative,-1
3609,irritant,negative,-1
3610,irritate,negative,-1
3611,irritated,negative,-1
3612,irritating,negative,-1
3613,irritation,negative,-1
3614,irritations,negative,-1
3615,isolate,negative,-1
3616,isolated,negative,-1
3617,isolation,negative,-1
3618,issue,negative,-1
3619,issue-free,positive,1
3620,issues,negative,-1
3621,itch,negative,-1
3622,itching,negative,-1
3623,itchy,negative,-1
3624,jabber,negative,-1
3625,jaded,negative,-1
3626,jagged,negative,-1
3627,jam,negative,-1
3628,jarring,negative,-1
3629,jaundiced,negative,-1
3630,jaw-droping,positive,1
3631,jaw-dropping,positive,1
3632,jealous,negative,-1
3633,jealously,negative,-1
3634,jealousness,negative,-1
3635,jealousy,negative,-1
3636,jeer,negative,-1
3637,jeering,negative,-1
3638,jeeringly,negative,-1
3639,jeers,negative,-1
3640,jeopardize,negative,-1
3641,jeopardy,negative,-1
3642,jerk,negative,-1
3643,jerky,negative,-1
3644,jitter,negative,-1
3645,jitters,negative,-1
3646,jittery,negative,-1
3647,job-killing,negative,-1
3648,jobless,negative,-1
3649,joke,negative,-1
3650,joker,negative,-1
3651,jollify,positive,1
3652,jolly,positive,1
3653,jolt,negative,-1
3654,jovial,positive,1
3655,joy,positive,1
3656,joyful,positive,1
3657,joyfully,positive,1
3658,joyous,positive,1
3659,joyously,positive,1
3660,jubilant,positive,1
3661,jubilantly,positive,1
3662,jubilate,positive,1
3663,jubilation,positive,1
3664,jubiliant,positive,1
3665,judder,negative,-1
3666,juddering,negative,-1
3667,judders,negative,-1
3668,judicious,positive,1
3669,jumpy,negative,-1
3670,junk,negative,-1
3671,junky,negative,-1
3672,junkyard,negative,-1
3673,justly,positive,1
3674,jutter,negative,-1
3675,jutters,negative,-1
3676,kaput,negative,-1
3677,keen,positive,1
3678,keenly,positive,1
3679,keenness,positive,1
3680,kid-friendly,positive,1
3681,kill,negative,-1
3682,killed,negative,-1
3683,killer,negative,-1
3684,killing,negative,-1
3685,killjoy,negative,-1
3686,kills,negative,-1
3687,kindliness,positive,1
3688,kindly,positive,1
3689,kindness,positive,1
3690,knave,negative,-1
3691,knife,negative,-1
3692,knock,negative,-1
3693,knotted,negative,-1
3694,knowledgeable,positive,1
3695,kook,negative,-1
3696,kooky,negative,-1
3697,kudos,positive,1
3698,lack,negative,-1
3699,lackadaisical,negative,-1
3700,lacked,negative,-1
3701,lackey,negative,-1
3702,lackeys,negative,-1
3703,lacking,negative,-1
3704,lackluster,negative,-1
3705,lacks,negative,-1
3706,laconic,negative,-1
3707,lag,negative,-1
3708,lagged,negative,-1
3709,lagging,negative,-1
3710,laggy,negative,-1
3711,lags,negative,-1
3712,laid-off,negative,-1
3713,lambast,negative,-1
3714,lambaste,negative,-1
3715,lame,negative,-1
3716,lame-duck,negative,-1
3717,lament,negative,-1
3718,lamentable,negative,-1
3719,lamentably,negative,-1
3720,languid,negative,-1
3721,languish,negative,-1
3722,languor,negative,-1
3723,languorous,negative,-1
3724,languorously,negative,-1
3725,lanky,negative,-1
3726,lapse,negative,-1
3727,lapsed,negative,-1
3728,lapses,negative,-1
3729,large-capacity,positive,1
3730,lascivious,negative,-1
3731,last-ditch,negative,-1
3732,latency,negative,-1
3733,laud,positive,1
3734,laudable,positive,1
3735,laudably,positive,1
3736,laughable,negative,-1
3737,laughably,negative,-1
3738,laughingstock,negative,-1
3739,lavish,positive,1
3740,lavishly,positive,1
3741,law-abiding,positive,1
3742,lawbreaker,negative,-1
3743,lawbreaking,negative,-1
3744,lawful,positive,1
3745,lawfully,positive,1
3746,lawless,negative,-1
3747,lawlessness,negative,-1
3748,layoff,negative,-1
3749,layoff-happy,negative,-1
3750,lazy,negative,-1
3751,lead,positive,1
3752,leading,positive,1
3753,leads,positive,1
3754,leak,negative,-1
3755,leakage,negative,-1
3756,leakages,negative,-1
3757,leaking,negative,-1
3758,leaks,negative,-1
3759,leaky,negative,-1
3760,lean,positive,1
3761,lech,negative,-1
3762,lecher,negative,-1
3763,lecherous,negative,-1
3764,lechery,negative,-1
3765,led,positive,1
3766,leech,negative,-1
3767,leer,negative,-1
3768,leery,negative,-1
3769,left-leaning,negative,-1
3770,legendary,positive,1
3771,lemon,negative,-1
3772,lengthy,negative,-1
3773,less-developed,negative,-1
3774,lesser-known,negative,-1
3775,letch,negative,-1
3776,lethal,negative,-1
3777,lethargic,negative,-1
3778,lethargy,negative,-1
3779,leverage,positive,1
3780,levity,positive,1
3781,lewd,negative,-1
3782,lewdly,negative,-1
3783,lewdness,negative,-1
3784,liability,negative,-1
3785,liable,negative,-1
3786,liar,negative,-1
3787,liars,negative,-1
3788,liberate,positive,1
3789,liberation,positive,1
3790,liberty,positive,1
3791,licentious,negative,-1
3792,licentiously,negative,-1
3793,licentiousness,negative,-1
3794,lie,negative,-1
3795,lied,negative,-1
3796,lier,negative,-1
3797,lies,negative,-1
3798,lifeless,negative,-1
3799,lifesaver,positive,1
3800,life-threatening,negative,-1
3801,lighter,positive,1
3802,light-hearted,positive,1
3803,likable,positive,1
3804,like,positive,1
3805,liked,positive,1
3806,likes,positive,1
3807,liking,positive,1
3808,limit,negative,-1
3809,limitation,negative,-1
3810,limitations,negative,-1
3811,limited,negative,-1
3812,limits,negative,-1
3813,limp,negative,-1
3814,lionhearted,positive,1
3815,listless,negative,-1
3816,litigious,negative,-1
3817,little-known,negative,-1
3818,lively,positive,1
3819,livid,negative,-1
3820,lividly,negative,-1
3821,loath,negative,-1
3822,loathe,negative,-1
3823,loathing,negative,-1
3824,loathly,negative,-1
3825,loathsome,negative,-1
3826,loathsomely,negative,-1
3827,logical,positive,1
3828,lone,negative,-1
3829,loneliness,negative,-1
3830,lonely,negative,-1
3831,loner,negative,-1
3832,lonesome,negative,-1
3833,longing,negative,-1
3834,longingly,negative,-1
3835,long-lasting,positive,1
3836,long-time,negative,-1
3837,long-winded,negative,-1
3838,loophole,negative,-1
3839,loopholes,negative,-1
3840,loose,negative,-1
3841,loot,negative,-1
3842,lorn,negative,-1
3843,lose,negative,-1
3844,loser,negative,-1
3845,losers,negative,-1
3846,loses,negative,-1
3847,losing,negative,-1
3848,loss,negative,-1
3849,losses,negative,-1
3850,lost,negative,-1
3851,loud,negative,-1
3852,louder,negative,-1
3853,lousy,negative,-1
3854,lovable,positive,1
3855,lovably,positive,1
3856,love,positive,1
3857,loved,positive,1
3858,loveless,negative,-1
3859,loveliness,positive,1
3860,lovelorn,negative,-1
3861,lovely,positive,1
3862,lover,positive,1
3863,loves,positive,1
3864,loving,positive,1
3865,low-cost,positive,1
3866,lower-priced,positive,1
3867,lowly,negative,-1
3868,low-price,positive,1
3869,low-priced,positive,1
3870,low-rated,negative,-1
3871,low-risk,positive,1
3872,loyal,positive,1
3873,loyalty,positive,1
3874,lucid,positive,1
3875,lucidly,positive,1
3876,luck,positive,1
3877,luckier,positive,1
3878,luckiest,positive,1
3879,luckiness,positive,1
3880,lucky,positive,1
3881,lucrative,positive,1
3882,ludicrous,negative,-1
3883,ludicrously,negative,-1
3884,lugubrious,negative,-1
3885,lukewarm,negative,-1
3886,lull,negative,-1
3887,luminous,positive,1
3888,lumpy,negative,-1
3889,lunatic,negative,-1
3890,lunaticism,negative,-1
3891,lurch,negative,-1
3892,lure,negative,-1
3893,lurid,negative,-1
3894,lurk,negative,-1
3895,lurking,negative,-1
3896,lush,positive,1
3897,luster,positive,1
3898,lustrous,positive,1
3899,luxuriant,positive,1
3900,luxuriate,positive,1
3901,luxurious,positive,1
3902,luxuriously,positive,1
3903,luxury,positive,1
3904,lying,negative,-1
3905,lyrical,positive,1
3906,macabre,negative,-1
3907,mad,negative,-1
3908,madden,negative,-1
3909,maddening,negative,-1
3910,maddeningly,negative,-1
3911,madder,negative,-1
3912,madly,negative,-1
3913,madman,negative,-1
3914,madness,negative,-1
3915,magic,positive,1
3916,magical,positive,1
3917,magnanimous,positive,1
3918,magnanimously,positive,1
3919,magnificence,positive,1
3920,magnificent,positive,1
3921,magnificently,positive,1
3922,majestic,positive,1
3923,majesty,positive,1
3924,maladjusted,negative,-1
3925,maladjustment,negative,-1
3926,malady,negative,-1
3927,malaise,negative,-1
3928,malcontent,negative,-1
3929,malcontented,negative,-1
3930,maledict,negative,-1
3931,malevolence,negative,-1
3932,malevolent,negative,-1
3933,malevolently,negative,-1
3934,malice,negative,-1
3935,malicious,negative,-1
3936,maliciously,negative,-1
3937,maliciousness,negative,-1
3938,malign,negative,-1
3939,malignant,negative,-1
3940,malodorous,negative,-1
3941,maltreatment,negative,-1
3942,manageable,positive,1
3943,maneuverable,positive,1
3944,mangle,negative,-1
3945,mangled,negative,-1
3946,mangles,negative,-1
3947,mangling,negative,-1
3948,mania,negative,-1
3949,maniac,negative,-1
3950,maniacal,negative,-1
3951,manic,negative,-1
3952,manipulate,negative,-1
3953,manipulation,negative,-1
3954,manipulative,negative,-1
3955,manipulators,negative,-1
3956,mar,negative,-1
3957,marginal,negative,-1
3958,marginally,negative,-1
3959,martyrdom,negative,-1
3960,martyrdom-seeking,negative,-1
3961,marvel,positive,1
3962,marveled,positive,1
3963,marvelled,positive,1
3964,marvellous,positive,1
3965,marvelous,positive,1
3966,marvelously,positive,1
3967,marvelousness,positive,1
3968,marvels,positive,1
3969,mashed,negative,-1
3970,massacre,negative,-1
3971,massacres,negative,-1
3972,master,positive,1
3973,masterful,positive,1
3974,masterfully,positive,1
3975,masterpiece,positive,1
3976,masterpieces,positive,1
3977,masters,positive,1
3978,mastery,positive,1
3979,matchless,positive,1
3980,matte,negative,-1
3981,mature,positive,1
3982,maturely,positive,1
3983,maturity,positive,1
3984,mawkish,negative,-1
3985,mawkishly,negative,-1
3986,mawkishness,negative,-1
3987,meager,negative,-1
3988,meaningful,positive,1
3989,meaningless,negative,-1
3990,meanness,negative,-1
3991,measly,negative,-1
3992,meddle,negative,-1
3993,meddlesome,negative,-1
3994,mediocre,negative,-1
3995,mediocrity,negative,-1
3996,melancholy,negative,-1
3997,melodramatic,negative,-1
3998,melodramatically,negative,-1
3999,meltdown,negative,-1
4000,memorable,positive,1
4001,menace,negative,-1
4002,menacing,negative,-1
4003,menacingly,negative,-1
4004,mendacious,negative,-1
4005,mendacity,negative,-1
4006,menial,negative,-1
4007,merciful,positive,1
4008,mercifully,positive,1
4009,merciless,negative,-1
4010,mercilessly,negative,-1
4011,mercy,positive,1
4012,merit,positive,1
4013,meritorious,positive,1
4014,merrily,positive,1
4015,merriment,positive,1
4016,merriness,positive,1
4017,merry,positive,1
4018,mesmerize,positive,1
4019,mesmerized,positive,1
4020,mesmerizes,positive,1
4021,mesmerizing,positive,1
4022,mesmerizingly,positive,1
4023,mess,negative,-1
4024,messed,negative,-1
4025,messes,negative,-1
4026,messing,negative,-1
4027,messy,negative,-1
4028,meticulous,positive,1
4029,meticulously,positive,1
4030,midget,negative,-1
4031,miff,negative,-1
4032,mightily,positive,1
4033,mighty,positive,1
4034,militancy,negative,-1
4035,mind-blowing,positive,1
4036,mindless,negative,-1
4037,mindlessly,negative,-1
4038,miracle,positive,1
4039,miracles,positive,1
4040,miraculous,positive,1
4041,miraculously,positive,1
4042,miraculousness,positive,1
4043,mirage,negative,-1
4044,mire,negative,-1
4045,misalign,negative,-1
4046,misaligned,negative,-1
4047,misaligns,negative,-1
4048,misapprehend,negative,-1
4049,misbecome,negative,-1
4050,misbecoming,negative,-1
4051,misbegotten,negative,-1
4052,misbehave,negative,-1
4053,misbehavior,negative,-1
4054,miscalculate,negative,-1
4055,miscalculation,negative,-1
4056,miscellaneous,negative,-1
4057,mischief,negative,-1
4058,mischievous,negative,-1
4059,mischievously,negative,-1
4060,misconception,negative,-1
4061,misconceptions,negative,-1
4062,miscreant,negative,-1
4063,miscreants,negative,-1
4064,misdirection,negative,-1
4065,miser,negative,-1
4066,miserable,negative,-1
4067,miserableness,negative,-1
4068,miserably,negative,-1
4069,miseries,negative,-1
4070,miserly,negative,-1
4071,misery,negative,-1
4072,misfit,negative,-1
4073,misfortune,negative,-1
4074,misgiving,negative,-1
4075,misgivings,negative,-1
4076,misguidance,negative,-1
4077,misguide,negative,-1
4078,misguided,negative,-1
4079,mishandle,negative,-1
4080,mishap,negative,-1
4081,misinform,negative,-1
4082,misinformed,negative,-1
4083,misinterpret,negative,-1
4084,misjudge,negative,-1
4085,misjudgment,negative,-1
4086,mislead,negative,-1
4087,misleading,negative,-1
4088,misleadingly,negative,-1
4089,mislike,negative,-1
4090,mismanage,negative,-1
4091,mispronounce,negative,-1
4092,mispronounced,negative,-1
4093,mispronounces,negative,-1
4094,misread,negative,-1
4095,misreading,negative,-1
4096,misrepresent,negative,-1
4097,misrepresentation,negative,-1
4098,miss,negative,-1
4099,missed,negative,-1
4100,misses,negative,-1
4101,misstatement,negative,-1
4102,mist,negative,-1
4103,mistake,negative,-1
4104,mistaken,negative,-1
4105,mistakenly,negative,-1
4106,mistakes,negative,-1
4107,mistified,negative,-1
4108,mistress,negative,-1
4109,mistrust,negative,-1
4110,mistrustful,negative,-1
4111,mistrustfully,negative,-1
4112,mists,negative,-1
4113,misunderstand,negative,-1
4114,misunderstanding,negative,-1
4115,misunderstandings,negative,-1
4116,misunderstood,negative,-1
4117,misuse,negative,-1
4118,moan,negative,-1
4119,mobster,negative,-1
4120,mock,negative,-1
4121,mocked,negative,-1
4122,mockeries,negative,-1
4123,mockery,negative,-1
4124,mocking,negative,-1
4125,mockingly,negative,-1
4126,mocks,negative,-1
4127,modern,positive,1
4128,modest,positive,1
4129,modesty,positive,1
4130,molest,negative,-1
4131,molestation,negative,-1
4132,momentous,positive,1
4133,monotonous,negative,-1
4134,monotony,negative,-1
4135,monster,negative,-1
4136,monstrosities,negative,-1
4137,monstrosity,negative,-1
4138,monstrous,negative,-1
4139,monstrously,negative,-1
4140,monumental,positive,1
4141,monumentally,positive,1
4142,moody,negative,-1
4143,moot,negative,-1
4144,mope,negative,-1
4145,morality,positive,1
4146,morbid,negative,-1
4147,morbidly,negative,-1
4148,mordant,negative,-1
4149,mordantly,negative,-1
4150,moribund,negative,-1
4151,moron,negative,-1
4152,moronic,negative,-1
4153,morons,negative,-1
4154,mortification,negative,-1
4155,mortified,negative,-1
4156,mortify,negative,-1
4157,mortifying,negative,-1
4158,motionless,negative,-1
4159,motivated,positive,1
4160,motley,negative,-1
4161,mourn,negative,-1
4162,mourner,negative,-1
4163,mournful,negative,-1
4164,mournfully,negative,-1
4165,muddle,negative,-1
4166,muddy,negative,-1
4167,mudslinger,negative,-1
4168,mudslinging,negative,-1
4169,mulish,negative,-1
4170,multi-polarization,negative,-1
4171,multi-purpose,positive,1
4172,mundane,negative,-1
4173,murder,negative,-1
4174,murderer,negative,-1
4175,murderous,negative,-1
4176,murderously,negative,-1
4177,murky,negative,-1
4178,muscle-flexing,negative,-1
4179,mushy,negative,-1
4180,musty,negative,-1
4181,mysterious,negative,-1
4182,mysteriously,negative,-1
4183,mystery,negative,-1
4184,mystify,negative,-1
4185,myth,negative,-1
4186,nag,negative,-1
4187,nagging,negative,-1
4188,naive,negative,-1
4189,naively,negative,-1
4190,na?ve,negative,-1
4191,narrower,negative,-1
4192,nastily,negative,-1
4193,nastiness,negative,-1
4194,nasty,negative,-1
4195,naughty,negative,-1
4196,nauseate,negative,-1
4197,nauseates,negative,-1
4198,nauseating,negative,-1
4199,nauseatingly,negative,-1
4200,navigable,positive,1
4201,neat,positive,1
4202,neatest,positive,1
4203,neatly,positive,1
4204,nebulous,negative,-1
4205,nebulously,negative,-1
4206,needless,negative,-1
4207,needlessly,negative,-1
4208,needy,negative,-1
4209,nefarious,negative,-1
4210,nefariously,negative,-1
4211,negate,negative,-1
4212,negation,negative,-1
4213,negative,negative,-1
4214,negatives,negative,-1
4215,negativity,negative,-1
4216,neglect,negative,-1
4217,neglected,negative,-1
4218,negligence,negative,-1
4219,negligent,negative,-1
4220,nemesis,negative,-1
4221,nepotism,negative,-1
4222,nervous,negative,-1
4223,nervously,negative,-1
4224,nervousness,negative,-1
4225,nettle,negative,-1
4226,nettlesome,negative,-1
4227,neurotic,negative,-1
4228,neurotically,negative,-1
4229,nice,positive,1
4230,nicely,positive,1
4231,nicer,positive,1
4232,nicest,positive,1
4233,nifty,positive,1
4234,niggle,negative,-1
4235,niggles,negative,-1
4236,nightmare,negative,-1
4237,nightmarish,negative,-1
4238,nightmarishly,negative,-1
4239,nimble,positive,1
4240,nitpick,negative,-1
4241,nitpicking,negative,-1
4242,noble,positive,1
4243,nobly,positive,1
4244,noise,negative,-1
4245,noiseless,positive,1
4246,noises,negative,-1
4247,noisier,negative,-1
4248,noisy,negative,-1
4249,non-confidence,negative,-1
4250,nonexistent,negative,-1
4251,nonresponsive,negative,-1
4252,nonsense,negative,-1
4253,non-violence,positive,1
4254,non-violent,positive,1
4255,nosey,negative,-1
4256,notably,positive,1
4257,noteworthy,positive,1
4258,notoriety,negative,-1
4259,notorious,negative,-1
4260,notoriously,negative,-1
4261,nourish,positive,1
4262,nourishing,positive,1
4263,nourishment,positive,1
4264,novelty,positive,1
4265,noxious,negative,-1
4266,nuisance,negative,-1
4267,numb,negative,-1
4268,nurturing,positive,1
4269,oasis,positive,1
4270,obese,negative,-1
4271,object,negative,-1
4272,objection,negative,-1
4273,objectionable,negative,-1
4274,objections,negative,-1
4275,oblique,negative,-1
4276,obliterate,negative,-1
4277,obliterated,negative,-1
4278,oblivious,negative,-1
4279,obnoxious,negative,-1
4280,obnoxiously,negative,-1
4281,obscene,negative,-1
4282,obscenely,negative,-1
4283,obscenity,negative,-1
4284,obscure,negative,-1
4285,obscured,negative,-1
4286,obscures,negative,-1
4287,obscurity,negative,-1
4288,obsess,negative,-1
4289,obsession,positive,1
4290,obsessions,positive,1
4291,obsessive,negative,-1
4292,obsessively,negative,-1
4293,obsessiveness,negative,-1
4294,obsolete,negative,-1
4295,obstacle,negative,-1
4296,obstinate,negative,-1
4297,obstinately,negative,-1
4298,obstruct,negative,-1
4299,obstructed,negative,-1
4300,obstructing,negative,-1
4301,obstruction,negative,-1
4302,obstructs,negative,-1
4303,obtainable,positive,1
4304,obtrusive,negative,-1
4305,obtuse,negative,-1
4306,occlude,negative,-1
4307,occluded,negative,-1
4308,occludes,negative,-1
4309,occluding,negative,-1
4310,odd,negative,-1
4311,odder,negative,-1
4312,oddest,negative,-1
4313,oddities,negative,-1
4314,oddity,negative,-1
4315,oddly,negative,-1
4316,odor,negative,-1
4317,offence,negative,-1
4318,offend,negative,-1
4319,offender,negative,-1
4320,offending,negative,-1
4321,offenses,negative,-1
4322,offensive,negative,-1
4323,offensively,negative,-1
4324,offensiveness,negative,-1
4325,officious,negative,-1
4326,ominous,negative,-1
4327,ominously,negative,-1
4328,omission,negative,-1
4329,omit,negative,-1
4330,onerous,negative,-1
4331,onerously,negative,-1
4332,one-sided,negative,-1
4333,onslaught,negative,-1
4334,openly,positive,1
4335,openness,positive,1
4336,opinionated,negative,-1
4337,opponent,negative,-1
4338,opportunistic,negative,-1
4339,oppose,negative,-1
4340,opposition,negative,-1
4341,oppositions,negative,-1
4342,oppress,negative,-1
4343,oppression,negative,-1
4344,oppressive,negative,-1
4345,oppressively,negative,-1
4346,oppressiveness,negative,-1
4347,oppressors,negative,-1
4348,optimal,positive,1
4349,optimism,positive,1
4350,optimistic,positive,1
4351,opulent,positive,1
4352,ordeal,negative,-1
4353,orderly,positive,1
4354,originality,positive,1
4355,orphan,negative,-1
4356,ostracize,negative,-1
4357,outbreak,negative,-1
4358,outburst,negative,-1
4359,outbursts,negative,-1
4360,outcast,negative,-1
4361,outcry,negative,-1
4362,outdo,positive,1
4363,outdone,positive,1
4364,outlaw,negative,-1
4365,outmoded,negative,-1
4366,outperform,positive,1
4367,outperformed,positive,1
4368,outperforming,positive,1
4369,outperforms,positive,1
4370,outrage,negative,-1
4371,outraged,negative,-1
4372,outrageous,negative,-1
4373,outrageously,negative,-1
4374,outrageousness,negative,-1
4375,outrages,negative,-1
4376,outshine,positive,1
4377,outshone,positive,1
4378,outsider,negative,-1
4379,outsmart,positive,1
4380,outstanding,positive,1
4381,outstandingly,positive,1
4382,outstrip,positive,1
4383,outwit,positive,1
4384,ovation,positive,1
4385,overact,negative,-1
4386,overacted,negative,-1
4387,over-acted,negative,-1
4388,overawe,negative,-1
4389,over-awe,negative,-1
4390,overbalance,negative,-1
4391,overbalanced,negative,-1
4392,over-balanced,negative,-1
4393,overbearing,negative,-1
4394,overbearingly,negative,-1
4395,overblown,negative,-1
4396,overdo,negative,-1
4397,overdone,negative,-1
4398,overdue,negative,-1
4399,overemphasize,negative,-1
4400,overheat,negative,-1
4401,over-hyped,negative,-1
4402,overjoyed,positive,1
4403,overkill,negative,-1
4404,overloaded,negative,-1
4405,overlook,negative,-1
4406,overpaid,negative,-1
4407,overpayed,negative,-1
4408,overplay,negative,-1
4409,overpower,negative,-1
4410,overpriced,negative,-1
4411,over-priced,negative,-1
4412,overrated,negative,-1
4413,overreach,negative,-1
4414,overrun,negative,-1
4415,overshadow,negative,-1
4416,oversight,negative,-1
4417,oversights,negative,-1
4418,oversimplification,negative,-1
4419,oversimplified,negative,-1
4420,oversimplify,negative,-1
4421,oversize,negative,-1
4422,overstate,negative,-1
4423,overstated,negative,-1
4424,overstatement,negative,-1
4425,overstatements,negative,-1
4426,overstates,negative,-1
4427,overtake,positive,1
4428,overtaken,positive,1
4429,overtakes,positive,1
4430,overtaking,positive,1
4431,overtaxed,negative,-1
4432,overthrow,negative,-1
4433,overthrows,negative,-1
4434,overtook,positive,1
4435,overture,positive,1
4436,overturn,negative,-1
4437,over-valuation,negative,-1
4438,overweight,negative,-1
4439,overwhelm,negative,-1
4440,overwhelmed,negative,-1
4441,overwhelming,negative,-1
4442,overwhelmingly,negative,-1
4443,overwhelms,negative,-1
4444,overzealous,negative,-1
4445,overzealously,negative,-1
4446,overzelous,negative,-1
4447,pain,negative,-1
4448,pain-free,positive,1
4449,painful,negative,-1
